TIME_STEP,AGE_GROUP,SEX,NET_IMMIGRATION
2035-2039,85+,MALE,15
2095-2099,50-54,FEMALE,-4061
2025-2029,10-14,FEMALE,1678
2055-2059,0-4,MALE,5224
2030-2034,15-19,FEMALE,5046
2022-2024,45-49,FEMALE,9396
2055-2059,40-44,MALE,18774
2065-2069,30-34,MALE,29054
2035-2039,55-59,MALE,4556
2090-2094,55-59,FEMALE,-4015
2070-2074,75-79,MALE,-4993
2040-2044,5-9,FEMALE,5482
2085-2089,75-79,MALE,-4438
2050-2054,80-84,MALE,-1631
2075-2079,60-64,FEMALE,-4465
2045-2049,60-64,MALE,1949
2035-2039,55-59,MALE,5680
2070-2074,70-74,MALE,-3536
2022-2024,30-34,FEMALE,31669
2035-2039,10-14,MALE,6828
2055-2059,65-69,MALE,-1101
2080-2084,15-19,MALE,9568
2090-2094,85+,MALE,560
2055-2059,45-49,MALE,6154
2025-2029,45-49,MALE,5661
2030-2034,40-44,MALE,14888
2040-2044,70-74,FEMALE,-1834
2030-2034,50-54,MALE,5560
2060-2064,85+,FEMALE,390
2070-2074,85+,MALE,29
2035-2039,20-24,FEMALE,12981
2085-2089,5-9,FEMALE,5419
2090-2094,55-59,MALE,2220
2095-2099,25-29,MALE,27734
2090-2094,10-14,FEMALE,5891
2085-2089,60-64,FEMALE,-4270
2040-2044,50-54,FEMALE,-3814
2025-2029,85+,FEMALE,197
2090-2094,85+,MALE,245
2085-2089,45-49,FEMALE,-498
2050-2054,40-44,MALE,20407
2085-2089,70-74,FEMALE,-4068
2060-2064,25-29,MALE,28067
2090-2094,20-24,FEMALE,10279
2055-2059,30-34,MALE,28664
2025-2029,85+,FEMALE,179
2075-2079,60-64,FEMALE,-4211
2065-2069,65-69,FEMALE,-4030
2040-2044,5-9,MALE,6476
2040-2044,35-39,FEMALE,15183
2045-2049,65-69,FEMALE,-1818
2040-2044,35-39,FEMALE,14008
2035-2039,85+,MALE,18
2045-2049,20-24,FEMALE,10035
2050-2054,0-4,MALE,5933
2090-2094,5-9,MALE,7263
2045-2049,5-9,FEMALE,5073
2090-2094,30-34,MALE,29155
2070-2074,0-4,MALE,4837
2090-2094,85+,MALE,216
2045-2049,15-19,MALE,9928
2045-2049,35-39,MALE,24628
2065-2069,10-14,MALE,8373
2035-2039,85+,MALE,449
2055-2059,5-9,FEMALE,5651
2065-2069,25-29,MALE,28170
2055-2059,85+,MALE,29
2075-2079,85+,FEMALE,355
2050-2054,45-49,FEMALE,-1404
2055-2059,5-9,MALE,7009
2045-2049,40-44,MALE,21356
2040-2044,25-29,MALE,25951
2030-2034,40-44,FEMALE,3397
2050-2054,50-54,MALE,1082
2095-2099,15-19,FEMALE,6958
,85+,FEMALE,240
2090-2094,85+,MALE,77
2025-2029,40-44,FEMALE,1385
2060-2064,65-69,MALE,-1527
2055-2059,45-49,MALE,10750
2055-2059,50-54,FEMALE,-4846
2035-2039,10-14,MALE,7008
2060-2064,60-64,FEMALE,-3652
2095-2099,15-19,MALE,13143
2075-2079,45-49,MALE,3972
2070-2074,30-34,MALE,29337
2035-2039,80-84,FEMALE,-824
2030-2034,10-14,MALE,5636
2025-2029,35-39,MALE,13351
2060-2064,50-54,FEMALE,-3843
2070-2074,60-64,FEMALE,-4528
2030-2034,55-59,MALE,4462
2050-2054,85+,FEMALE,294
2085-2089,75-79,MALE,-5417
2025-2029,85+,FEMALE,-27
2025-2029,85+,MALE,42
2055-2059,20-24,FEMALE,14461
2050-2054,60-64,MALE,793
2055-2059,15-19,MALE,9359
2055-2059,45-49,FEMALE,2830
2070-2074,60-64,FEMALE,-4285
2090-2094,20-24,MALE,19552
2095-2099,55-59,MALE,1891
2075-2079,55-59,MALE,2126
2075-2079,30-34,MALE,29486
2022-2024,55-59,MALE,13026
2045-2049,55-59,MALE,2952
2035-2039,85+,MALE,15
2040-2044,25-29,FEMALE,16210
2055-2059,15-19,MALE,12906
2040-2044,25-29,MALE,24477
2035-2039,45-49,MALE,4365
2070-2074,65-69,FEMALE,-3558
2085-2089,80-84,MALE,-5217
2025-2029,50-54,FEMALE,-2205
2035-2039,85+,MALE,37
2070-2074,50-54,MALE,2910
2030-2034,85+,FEMALE,288
2080-2084,20-24,FEMALE,14802
2095-2099,15-19,MALE,9515
2085-2089,65-69,MALE,-2976
2035-2039,55-59,FEMALE,-2023
2085-2089,60-64,FEMALE,-4318
2022-2024,25-29,MALE,43306
2075-2079,0-4,MALE,5227
2085-2089,80-84,FEMALE,-2479
2065-2069,80-84,FEMALE,-1260
2085-2089,55-59,FEMALE,-4160
2035-2039,45-49,FEMALE,-2438
2090-2094,85+,MALE,410
2040-2044,10-14,MALE,8063
2035-2039,30-34,MALE,25383
2080-2084,80-84,MALE,-4378
2070-2074,20-24,FEMALE,11406
2040-2044,85+,MALE,544
2080-2084,5-9,MALE,6788
,65-69,MALE,3394
2095-2099,50-54,FEMALE,-4113
2065-2069,75-79,MALE,-3380
2040-2044,50-54,FEMALE,-3643
2050-2054,75-79,FEMALE,-1360
2090-2094,55-59,FEMALE,-4058
2095-2099,40-44,MALE,15480
2060-2064,30-34,FEMALE,18465
2035-2039,15-19,FEMALE,7799
2095-2099,25-29,FEMALE,18826
2070-2074,10-14,FEMALE,6285
2075-2079,70-74,FEMALE,-3204
2045-2049,55-59,MALE,3434
2085-2089,40-44,FEMALE,9071
2050-2054,35-39,FEMALE,16759
2065-2069,85+,FEMALE,435
2045-2049,55-59,FEMALE,-4322
2070-2074,0-4,FEMALE,7600
2095-2099,80-84,FEMALE,-3163
2090-2094,85+,MALE,41
2025-2029,15-19,FEMALE,4761
2070-2074,40-44,MALE,17508
2050-2054,50-54,FEMALE,-5208
2035-2039,10-14,FEMALE,4859
2025-2029,50-54,MALE,3667
2070-2074,0-4,MALE,5232
2050-2054,50-54,FEMALE,-4537
2080-2084,40-44,MALE,20447
2065-2069,50-54,FEMALE,-4899
2085-2089,25-29,MALE,25755
2090-2094,20-24,FEMALE,13615
2095-2099,30-34,FEMALE,18880
2085-2089,10-14,MALE,8035
2090-2094,5-9,MALE,6348
2022-2024,80-84,MALE,885
2022-2024,10-14,FEMALE,14622
2035-2039,50-54,FEMALE,-2629
2050-2054,80-84,MALE,-1582
2035-2039,45-49,MALE,4146
2045-2049,45-49,MALE,6780
2090-2094,75-79,FEMALE,-3423
2050-2054,25-29,FEMALE,17745
2075-2079,85+,MALE,248
2030-2034,35-39,FEMALE,12075
2035-2039,70-74,FEMALE,-644
2055-2059,45-49,FEMALE,-1378
2035-2039,85+,FEMALE,198
2035-2039,65-69,FEMALE,-1640
2065-2069,15-19,MALE,14618
2055-2059,10-14,MALE,8665
2030-2034,75-79,FEMALE,-56
2025-2029,55-59,FEMALE,-2213
2060-2064,40-44,MALE,22870
2045-2049,85+,FEMALE,293
2055-2059,40-44,MALE,16360
2085-2089,75-79,FEMALE,-3563
2055-2059,85+,MALE,42
2070-2074,80-84,MALE,-3549
2050-2054,25-29,FEMALE,17316
2035-2039,25-29,MALE,22256
2080-2084,40-44,FEMALE,8940
2055-2059,80-84,FEMALE,-1909
2080-2084,35-39,FEMALE,18113
2090-2094,40-44,MALE,20737
2090-2094,20-24,FEMALE,13652
2075-2079,15-19,MALE,14724
2022-2024,85+,FEMALE,958
2045-2049,20-24,MALE,17280
2065-2069,60-64,FEMALE,-4425
2035-2039,60-64,FEMALE,-1498
2022-2024,70-74,FEMALE,4215
2025-2029,85+,FEMALE,404
2040-2044,50-54,MALE,2865
2060-2064,20-24,FEMALE,10207
2085-2089,20-24,FEMALE,14788
2090-2094,40-44,FEMALE,13413
2095-2099,30-34,MALE,29767
2022-2024,40-44,FEMALE,18172
2085-2089,10-14,MALE,7643
2050-2054,55-59,FEMALE,-4147
2035-2039,65-69,MALE,1974
2050-2054,75-79,MALE,-2131
2095-2099,55-59,MALE,2546
2025-2029,70-74,MALE,1196
2060-2064,10-14,MALE,8761
2055-2059,15-19,MALE,14405
2030-2034,30-34,MALE,21238
2065-2069,55-59,MALE,2191
2065-2069,80-84,FEMALE,-2097
2075-2079,60-64,MALE,-1037
2085-2089,55-59,MALE,2445
2075-2079,30-34,FEMALE,19236
2050-2054,55-59,MALE,2672
2060-2064,15-19,FEMALE,9180
2045-2049,10-14,FEMALE,5738
2070-2074,65-69,MALE,-575
2022-2024,55-59,FEMALE,5886
2025-2029,85+,MALE,60
2085-2089,15-19,MALE,14685
2075-2079,85+,MALE,21
2035-2039,20-24,FEMALE,13133
2050-2054,55-59,FEMALE,-4037
2065-2069,20-24,MALE,17849
2060-2064,60-64,FEMALE,-3981
2065-2069,85+,MALE,42
2085-2089,55-59,MALE,2533
2045-2049,5-9,FEMALE,5341
2055-2059,55-59,FEMALE,-4202
2095-2099,55-59,MALE,2683
2055-2059,30-34,FEMALE,18871
2070-2074,85+,MALE,42
2040-2044,85+,FEMALE,257
2060-2064,0-4,MALE,5232
2070-2074,15-19,FEMALE,6984
2055-2059,85+,MALE,249
2070-2074,85+,MALE,362
2055-2059,20-24,FEMALE,10088
2095-2099,10-14,FEMALE,5807
2025-2029,75-79,MALE,971
2090-2094,0-4,FEMALE,7476
2095-2099,85+,FEMALE,249
2045-2049,25-29,MALE,22591
2045-2049,55-59,MALE,2989
2035-2039,0-4,FEMALE,4144
2045-2049,10-14,MALE,8340
2095-2099,0-4,FEMALE,4563
2030-2034,50-54,FEMALE,-1417
2050-2054,50-54,MALE,1290
2022-2024,35-39,FEMALE,31397
2025-2029,35-39,MALE,13088
2060-2064,50-54,MALE,2302
2080-2084,85+,FEMALE,433
2090-2094,20-24,FEMALE,10261
2040-2044,80-84,MALE,-1047
2090-2094,80-84,MALE,-4173
2060-2064,25-29,FEMALE,17427
2080-2084,0-4,MALE,5203
2035-2039,40-44,MALE,14275
2060-2064,40-44,FEMALE,9876
2022-2024,15-19,FEMALE,19367
2085-2089,0-4,FEMALE,4602
2095-2099,45-49,FEMALE,4097
2080-2084,75-79,FEMALE,-2891
2095-2099,20-24,MALE,16219
2045-2049,30-34,FEMALE,17395
2055-2059,20-24,MALE,19263
2025-2029,55-59,FEMALE,-1694
2075-2079,5-9,MALE,6408
2095-2099,55-59,MALE,2653
2040-2044,65-69,FEMALE,-1443
2040-2044,0-4,MALE,5097
2040-2044,5-9,FEMALE,5008
2065-2069,50-54,MALE,1940
2080-2084,0-4,MALE,5208
2035-2039,50-54,FEMALE,-2834
2060-2064,0-4,MALE,8054
2080-2084,0-4,MALE,5968
2040-2044,85+,MALE,239
2035-2039,25-29,FEMALE,14366
2040-2044,80-84,FEMALE,-759
2045-2049,0-4,MALE,5918
2040-2044,20-24,MALE,16916
2080-2084,75-79,MALE,-4275
2055-2059,65-69,MALE,-1278
2030-2034,20-24,FEMALE,10419
2025-2029,10-14,MALE,4841
2070-2074,45-49,FEMALE,-3396
2070-2074,35-39,FEMALE,17888
2025-2029,45-49,MALE,3494
2030-2034,75-79,FEMALE,-75
2085-2089,60-64,MALE,-473
2050-2054,45-49,MALE,5326
2070-2074,45-49,MALE,9261
2022-2024,10-14,MALE,17233
2090-2094,5-9,FEMALE,5758
2040-2044,85+,FEMALE,331
2065-2069,10-14,MALE,8342
2075-2079,55-59,FEMALE,-4269
2045-2049,40-44,FEMALE,9160
2060-2064,70-74,MALE,-3012
2050-2054,40-44,MALE,20833
2080-2084,65-69,FEMALE,-4060
2065-2069,85+,FEMALE,300
2050-2054,40-44,FEMALE,7845
2090-2094,85+,FEMALE,266
2030-2034,85+,MALE,18
2085-2089,70-74,MALE,-3540
2045-2049,0-4,MALE,5890
2050-2054,75-79,MALE,-2319
2025-2029,30-34,FEMALE,9029
2055-2059,0-4,FEMALE,4455
2065-2069,25-29,FEMALE,16738
2085-2089,25-29,FEMALE,18394
2095-2099,45-49,MALE,7779
2090-2094,20-24,MALE,21190
2025-2029,0-4,FEMALE,2036
2030-2034,80-84,FEMALE,-20
2065-2069,25-29,FEMALE,16719
2025-2029,85+,MALE,215
2045-2049,15-19,MALE,11190
2025-2029,85+,FEMALE,196
2030-2034,65-69,MALE,1891
2065-2069,20-24,MALE,16257
2070-2074,35-39,MALE,27380
2055-2059,30-34,FEMALE,18814
2025-2029,30-34,MALE,9357
2055-2059,85+,MALE,21
2055-2059,30-34,FEMALE,18537
2022-2024,75-79,FEMALE,1463
2035-2039,0-4,FEMALE,7278
2060-2064,0-4,MALE,5983
2080-2084,75-79,FEMALE,-3223
2030-2034,80-84,FEMALE,-12
2040-2044,5-9,MALE,5895
2065-2069,85+,MALE,18
2070-2074,15-19,MALE,13204
2085-2089,55-59,MALE,1884
2070-2074,65-69,MALE,-720
2030-2034,0-4,FEMALE,6098
2040-2044,60-64,MALE,3000
2022-2024,60-64,MALE,10379
2025-2029,80-84,FEMALE,-29
2045-2049,10-14,MALE,7624
2035-2039,0-4,MALE,4594
2055-2059,20-24,MALE,15988
2030-2034,30-34,MALE,21794
2085-2089,25-29,FEMALE,17669
2022-2024,15-19,FEMALE,15586
2085-2089,85+,FEMALE,291
2095-2099,50-54,MALE,2751
2095-2099,75-79,FEMALE,-3698
2040-2044,75-79,MALE,-921
2065-2069,45-49,MALE,2879
2055-2059,20-24,FEMALE,12270
2050-2054,80-84,MALE,-1704
2022-2024,75-79,FEMALE,1965
2050-2054,85+,FEMALE,333
2035-2039,50-54,FEMALE,-2247
2040-2044,70-74,MALE,-58
2050-2054,5-9,MALE,7354
2080-2084,60-64,FEMALE,-4534
2030-2034,5-9,FEMALE,3375
2055-2059,80-84,MALE,-1995
2095-2099,85+,MALE,313
2065-2069,40-44,MALE,19962
2035-2039,40-44,MALE,18132
2090-2094,35-39,FEMALE,18577
2050-2054,5-9,MALE,7189
2050-2054,80-84,FEMALE,-1132
2045-2049,30-34,FEMALE,17385
2090-2094,45-49,MALE,9940
2060-2064,20-24,MALE,21052
2080-2084,55-59,MALE,2181
2095-2099,60-64,FEMALE,-4496
2040-2044,75-79,FEMALE,-756
2070-2074,60-64,MALE,-46
2055-2059,70-74,MALE,-2503
2035-2039,60-64,FEMALE,-1575
2060-2064,30-34,FEMALE,18703
2045-2049,45-49,MALE,3160
2035-2039,40-44,FEMALE,11025
2030-2034,20-24,MALE,18257
2045-2049,50-54,MALE,1616
2070-2074,85+,MALE,188
2030-2034,85+,FEMALE,296
2045-2049,75-79,FEMALE,-1204
2075-2079,5-9,FEMALE,5445
2080-2084,45-49,FEMALE,-2203
2085-2089,0-4,MALE,5190
2080-2084,20-24,MALE,19638
2090-2094,25-29,MALE,24367
2090-2094,60-64,FEMALE,-4344
2025-2029,60-64,FEMALE,-817
2025-2029,25-29,FEMALE,10228
2045-2049,20-24,FEMALE,14295
2040-2044,15-19,MALE,13570
2055-2059,15-19,FEMALE,9129
2090-2094,10-14,FEMALE,5825
2060-2064,40-44,MALE,13300
2070-2074,60-64,MALE,1439
2035-2039,70-74,FEMALE,-559
2045-2049,80-84,MALE,-1487
2025-2029,85+,FEMALE,256
2030-2034,85+,FEMALE,255
2065-2069,5-9,FEMALE,5779
2055-2059,15-19,MALE,11463
2060-2064,0-4,FEMALE,4639
2090-2094,50-54,MALE,3001
2075-2079,35-39,FEMALE,18066
2035-2039,0-4,MALE,5126
2025-2029,35-39,MALE,9146
2070-2074,55-59,MALE,1728
2080-2084,5-9,MALE,6388
2085-2089,60-64,MALE,-1188
2035-2039,15-19,MALE,9646
2070-2074,5-9,MALE,7313
2025-2029,75-79,MALE,921
2055-2059,75-79,FEMALE,-1722
2025-2029,80-84,FEMALE,-29
2065-2069,85+,FEMALE,275
2090-2094,60-64,FEMALE,-4238
2080-2084,40-44,FEMALE,14834
2075-2079,5-9,FEMALE,5714
2060-2064,85+,MALE,249
2095-2099,50-54,FEMALE,-4093
2065-2069,15-19,FEMALE,9267
2085-2089,0-4,FEMALE,7526
2080-2084,45-49,MALE,9566
2085-2089,5-9,MALE,6750
2075-2079,0-4,MALE,5990
2080-2084,85+,MALE,218
2060-2064,60-64,FEMALE,-3674
2055-2059,50-54,MALE,1164
2075-2079,35-39,FEMALE,15856
2080-2084,30-34,MALE,29551
2040-2044,45-49,MALE,9309
2022-2024,60-64,MALE,10970
2030-2034,30-34,MALE,21401
2085-2089,65-69,MALE,-1910
2045-2049,0-4,MALE,8018
2090-2094,40-44,FEMALE,6636
2060-2064,70-74,MALE,-3165
2030-2034,15-19,FEMALE,5115
2040-2044,25-29,FEMALE,16529
2095-2099,30-34,MALE,29481
2040-2044,0-4,FEMALE,4357
2022-2024,65-69,MALE,5536
2080-2084,0-4,FEMALE,7540
2045-2049,40-44,FEMALE,13238
2055-2059,50-54,MALE,2687
2045-2049,50-54,FEMALE,-4493
2065-2069,85+,MALE,21
,0-4,FEMALE,5730
2035-2039,55-59,MALE,4853
2095-2099,15-19,FEMALE,6547
2030-2034,60-64,MALE,5332
2065-2069,45-49,MALE,11756
2060-2064,10-14,MALE,7599
2035-2039,5-9,FEMALE,5007
2022-2024,80-84,FEMALE,1229
2065-2069,20-24,MALE,22756
2040-2044,15-19,FEMALE,6167
2070-2074,85+,MALE,415
2060-2064,60-64,MALE,723
2025-2029,0-4,FEMALE,3822
2090-2094,25-29,FEMALE,18881
2045-2049,45-49,MALE,6599
2070-2074,40-44,FEMALE,14575
2080-2084,35-39,MALE,28601
2090-2094,5-9,FEMALE,5115
2070-2074,55-59,FEMALE,-4235
2065-2069,30-34,MALE,28947
2065-2069,25-29,MALE,24244
2022-2024,50-54,MALE,14799
2035-2039,85+,MALE,19
2030-2034,25-29,FEMALE,13123
2030-2034,30-34,FEMALE,13726
2022-2024,0-4,MALE,16134
2030-2034,70-74,MALE,1713
2095-2099,0-4,MALE,5474
2045-2049,80-84,FEMALE,-600
2022-2024,85+,MALE,535
2055-2059,85+,FEMALE,270
,0-4,MALE,6368
2035-2039,20-24,MALE,18371
2045-2049,25-29,MALE,23385
2075-2079,80-84,FEMALE,-2294
2085-2089,55-59,MALE,2502
2075-2079,55-59,MALE,1907
2025-2029,85+,MALE,232
2025-2029,60-64,FEMALE,-931
2085-2089,15-19,FEMALE,6579
2095-2099,15-19,MALE,11739
2045-2049,30-34,MALE,27576
2070-2074,80-84,FEMALE,-2017
2095-2099,85+,MALE,276
2065-2069,45-49,MALE,3471
2070-2074,5-9,FEMALE,5613
2045-2049,85+,MALE,17
2040-2044,55-59,MALE,4479
2060-2064,70-74,FEMALE,-3793
2085-2089,85+,FEMALE,252
2030-2034,45-49,FEMALE,-494
2045-2049,45-49,FEMALE,1402
2025-2029,35-39,FEMALE,8754
2045-2049,85+,MALE,317
2070-2074,45-49,MALE,6922
2065-2069,85+,FEMALE,263
2095-2099,35-39,MALE,27079
2055-2059,75-79,FEMALE,-1687
2065-2069,70-74,MALE,-3254
2045-2049,15-19,FEMALE,6191
2085-2089,70-74,MALE,-4399
2035-2039,40-44,MALE,19691
2030-2034,75-79,FEMALE,-55
2040-2044,20-24,MALE,20606
2022-2024,85+,FEMALE,266
2040-2044,45-49,MALE,5315
2050-2054,5-9,FEMALE,5531
2035-2039,70-74,FEMALE,-710
2035-2039,50-54,FEMALE,-2181
2070-2074,25-29,FEMALE,18828
2095-2099,50-54,MALE,3600
2035-2039,55-59,FEMALE,-2085
2080-2084,85+,MALE,415
2025-2029,55-59,MALE,4548
2045-2049,85+,FEMALE,433
2060-2064,20-24,FEMALE,12410
2060-2064,65-69,FEMALE,-3942
2075-2079,5-9,MALE,6404
2045-2049,85+,MALE,42
2085-2089,40-44,MALE,15258
2090-2094,20-24,FEMALE,11365
2090-2094,60-64,FEMALE,-4332
2045-2049,85+,MALE,78
2022-2024,25-29,FEMALE,33748
2025-2029,85+,FEMALE,212
2035-2039,25-29,MALE,21321
2050-2054,85+,FEMALE,275
2095-2099,5-9,FEMALE,5731
2040-2044,85+,MALE,16
2095-2099,10-14,FEMALE,5802
2022-2024,0-4,FEMALE,12022
2070-2074,85+,FEMALE,390
2080-2084,30-34,FEMALE,19219
2035-2039,40-44,MALE,14391
2090-2094,5-9,MALE,7468
2025-2029,55-59,MALE,5136
2090-2094,85+,FEMALE,295
2030-2034,60-64,MALE,4059
2065-2069,85+,MALE,188
2065-2069,70-74,MALE,-2052
2070-2074,50-54,FEMALE,-4566
2060-2064,30-34,MALE,28565
2075-2079,65-69,MALE,-2221
2075-2079,85+,FEMALE,197
2025-2029,85+,FEMALE,161
2040-2044,10-14,FEMALE,5444
2080-2084,35-39,FEMALE,18120
2055-2059,80-84,MALE,-2122
2085-2089,40-44,FEMALE,11436
2075-2079,5-9,MALE,6796
2055-2059,45-49,MALE,4372
2060-2064,5-9,FEMALE,5436
2075-2079,10-14,FEMALE,6009
2050-2054,5-9,MALE,6964
2090-2094,5-9,FEMALE,5568
2070-2074,0-4,MALE,5993
2070-2074,60-64,FEMALE,-4319
2095-2099,5-9,FEMALE,5374
2095-2099,85+,FEMALE,232
2075-2079,30-34,MALE,29696
2080-2084,5-9,FEMALE,5435
2035-2039,85+,MALE,49
2075-2079,85+,FEMALE,254
2065-2069,10-14,FEMALE,6271
2090-2094,45-49,FEMALE,3995
2075-2079,35-39,MALE,27705
2030-2034,85+,FEMALE,257
2050-2054,40-44,FEMALE,5202
2022-2024,25-29,MALE,52206
2050-2054,20-24,FEMALE,9971
2030-2034,70-74,MALE,483
2085-2089,85+,MALE,-3526
2060-2064,50-54,MALE,2321
2040-2044,70-74,FEMALE,-1358
2060-2064,10-14,FEMALE,5949
2080-2084,20-24,MALE,19652
2095-2099,80-84,FEMALE,-3346
2030-2034,45-49,FEMALE,-2188
2085-2089,50-54,FEMALE,-4101
2035-2039,55-59,MALE,4420
2075-2079,20-24,MALE,21303
2025-2029,50-54,MALE,3781
2070-2074,75-79,FEMALE,-2719
2025-2029,55-59,MALE,4602
2035-2039,5-9,MALE,5633
2055-2059,15-19,MALE,10265
2055-2059,40-44,FEMALE,12142
2055-2059,50-54,FEMALE,-4258
2070-2074,20-24,MALE,17933
2080-2084,30-34,MALE,29767
2070-2074,85+,FEMALE,294
2095-2099,40-44,FEMALE,9236
2065-2069,80-84,FEMALE,-1349
2040-2044,75-79,MALE,-713
2025-2029,85+,MALE,121
2025-2029,5-9,FEMALE,2166
2055-2059,85+,FEMALE,300
2075-2079,20-24,FEMALE,12560
2085-2089,65-69,FEMALE,-4327
2060-2064,10-14,FEMALE,5882
2055-2059,0-4,FEMALE,4345
2085-2089,15-19,MALE,10524
2040-2044,85+,FEMALE,374
2035-2039,40-44,FEMALE,10375
2085-2089,0-4,MALE,7944
2050-2054,15-19,MALE,9218
2050-2054,20-24,FEMALE,9977
2075-2079,80-84,MALE,-4391
2045-2049,10-14,FEMALE,5712
2085-2089,35-39,MALE,28655
2085-2089,20-24,FEMALE,14775
2030-2034,60-64,FEMALE,-1413
2090-2094,85+,MALE,215
2090-2094,15-19,MALE,13181
2040-2044,80-84,FEMALE,-85
2075-2079,75-79,FEMALE,-3329
2085-2089,50-54,MALE,2793
2045-2049,0-4,MALE,4825
2090-2094,5-9,FEMALE,5546
2035-2039,20-24,FEMALE,11952
2045-2049,70-74,MALE,-909
2075-2079,40-44,FEMALE,11140
2075-2079,20-24,FEMALE,13708
2055-2059,85+,MALE,415
2045-2049,85+,FEMALE,275
2080-2084,70-74,MALE,-3342
2090-2094,55-59,FEMALE,-4037
2040-2044,45-49,MALE,7296
2085-2089,45-49,FEMALE,-2127
2030-2034,75-79,FEMALE,-82
2045-2049,20-24,FEMALE,9979
2095-2099,85+,MALE,356
2065-2069,25-29,FEMALE,15806
2025-2029,35-39,FEMALE,8398
2075-2079,85+,MALE,29
2045-2049,75-79,FEMALE,-1324
2075-2079,25-29,FEMALE,17699
2055-2059,65-69,MALE,71
2085-2089,25-29,FEMALE,18914
2080-2084,10-14,FEMALE,6308
2070-2074,30-34,FEMALE,19220
2040-2044,80-84,MALE,-825
2095-2099,50-54,MALE,2645
2035-2039,45-49,FEMALE,1936
2055-2059,70-74,MALE,-2224
2025-2029,85+,MALE,167
2030-2034,50-54,MALE,4107
2050-2054,80-84,MALE,-1794
2075-2079,30-34,MALE,29134
2030-2034,45-49,FEMALE,-2023
2045-2049,25-29,FEMALE,16327
2025-2029,40-44,MALE,14443
2055-2059,60-64,MALE,1677
2045-2049,50-54,FEMALE,-4305
2095-2099,60-64,FEMALE,-4504
2055-2059,75-79,FEMALE,-1876
2075-2079,60-64,MALE,812
2022-2024,45-49,MALE,21757
2022-2024,80-84,MALE,1066
2075-2079,40-44,MALE,17774
2090-2094,20-24,FEMALE,12493
2075-2079,75-79,FEMALE,-3079
2055-2059,25-29,MALE,27017
2080-2084,30-34,FEMALE,18867
2085-2089,85+,MALE,216
2030-2034,40-44,MALE,12664
2085-2089,70-74,FEMALE,-3781
2075-2079,65-69,MALE,-1740
2060-2064,30-34,FEMALE,18920
2075-2079,85+,MALE,248
2050-2054,50-54,FEMALE,-4730
2040-2044,0-4,FEMALE,7436
2075-2079,85+,MALE,415
2060-2064,85+,MALE,29
2025-2029,45-49,FEMALE,-2054
2080-2084,10-14,FEMALE,5856
2045-2049,45-49,MALE,4672
2075-2079,75-79,FEMALE,-3437
2055-2059,55-59,MALE,1749
2075-2079,15-19,FEMALE,6593
2085-2089,45-49,MALE,7479
2045-2049,0-4,FEMALE,4431
2070-2074,75-79,MALE,-3986
2035-2039,30-34,MALE,25499
2085-2089,85+,FEMALE,272
2025-2029,85+,MALE,44
2040-2044,60-64,MALE,2063
2045-2049,5-9,MALE,6282
2095-2099,35-39,MALE,26005
2045-2049,5-9,FEMALE,5571
2080-2084,55-59,MALE,2492
2065-2069,20-24,FEMALE,14744
2075-2079,10-14,FEMALE,6009
2025-2029,30-34,MALE,17704
2060-2064,70-74,FEMALE,-2879
2035-2039,45-49,FEMALE,-2860
2025-2029,60-64,MALE,4359
2045-2049,25-29,MALE,26673
2050-2054,45-49,MALE,3763
2055-2059,75-79,MALE,-2745
2025-2029,20-24,MALE,3234
2080-2084,15-19,MALE,13229
2095-2099,75-79,MALE,-5514
2070-2074,50-54,FEMALE,-3991
2085-2089,25-29,MALE,28585
2070-2074,25-29,MALE,28501
2030-2034,85+,FEMALE,267
2090-2094,60-64,FEMALE,-4588
2055-2059,30-34,MALE,28030
2050-2054,85+,MALE,29
2035-2039,55-59,FEMALE,-2238
2035-2039,10-14,FEMALE,5303
2040-2044,50-54,MALE,1615
2075-2079,30-34,FEMALE,18798
2055-2059,55-59,MALE,1894
2045-2049,60-64,FEMALE,-2299
2060-2064,10-14,MALE,7559
2040-2044,80-84,FEMALE,-477
2070-2074,35-39,FEMALE,17942
2045-2049,30-34,FEMALE,17832
2055-2059,65-69,FEMALE,-4066
2060-2064,30-34,FEMALE,18955
2022-2024,0-4,FEMALE,11945
2040-2044,30-34,MALE,26033
2075-2079,55-59,MALE,2051
2070-2074,50-54,MALE,2230
2040-2044,80-84,MALE,-965
2025-2029,80-84,MALE,-138
2080-2084,5-9,FEMALE,5438
2022-2024,0-4,FEMALE,11546
2090-2094,45-49,FEMALE,-395
2090-2094,60-64,MALE,159
2065-2069,85+,FEMALE,341
2035-2039,85+,MALE,128
2065-2069,40-44,MALE,19813
2030-2034,70-74,FEMALE,-63
2030-2034,0-4,MALE,5580
2045-2049,10-14,MALE,7548
2055-2059,35-39,FEMALE,16661
2070-2074,85+,MALE,18
2070-2074,15-19,MALE,9536
2090-2094,0-4,MALE,4765
2035-2039,35-39,FEMALE,14253
2070-2074,20-24,MALE,17909
2090-2094,25-29,FEMALE,15805
2055-2059,75-79,MALE,-2099
2035-2039,40-44,FEMALE,6503
2030-2034,30-34,MALE,21685
2095-2099,85+,FEMALE,328
2045-2049,75-79,FEMALE,-1009
2022-2024,60-64,FEMALE,4103
2060-2064,0-4,MALE,5986
2065-2069,15-19,MALE,13141
2025-2029,75-79,FEMALE,-184
